Customer_Key;Geography;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;EnglishEducation;EnglishOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;ChildrenAtHome;Tenure;Tenure Category
16702;33;Patricia;Raman;16/03/1962;M;F;patricia15@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;7008 Buckingham Dr.;;1 (11) 500 555-0184;24/08/2005;0-1 Miles;0;247;Experto
17023;69;Jeremiah;Harris;16/07/1960;M;M;jeremiah5@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;7400 Robinson Street;;711-555-0113;14/12/2007;0-1 Miles;0;219;Experto
17024;335;Jacqueline;Diaz;11/11/1960;M;F;jacqueline22@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;9121 Pinnacle Drive;;185-555-0142;10/11/2007;0-1 Miles;0;220;Experto
17029;301;Suzanne;Xu;25/12/1960;M;F;suzanne13@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;9681 VistaView Way;;739-555-0198;28/11/2007;0-1 Miles;0;220;Experto
17315;16;Carolyn;Munoz;20/12/1960;M;F;carolyn28@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;4566 La Jolla;;1 (11) 500 555-0164;3/09/2005;0-1 Miles;0;246;Experto
17859;336;Wyatt;Gonzalez;22/09/1961;M;M;wyatt37@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;5435 Jacobsen Street;;947-555-0113;17/03/2008;0-1 Miles;0;216;Experto
17860;329;Noah;Diaz;9/05/1961;M;M;noah19@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;1931 Eagle Way;;179-555-0125;9/03/2008;0-1 Miles;0;216;Experto
17866;316;Jack;Baker;20/09/1960;M;M;jack43@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;4769 Mt. View Dr.;;112-555-0112;14/03/2008;0-1 Miles;0;216;Experto
18052;360;Maria;Young;10/08/1961;M;F;maria65@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;631 Elliott Dr.;;125-555-0197;20/03/2008;0-1 Miles;0;216;Experto
18059;644;Bailey;Gonzalez;14/05/1960;M;F;bailey29@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;4546 Fieldcrest Dr.;;934-555-0118;10/03/2008;0-1 Miles;0;216;Experto
18227;626;Miranda;Diaz;25/12/1960;M;F;miranda22@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;9681 VistaView Way;;128-555-0117;1/04/2008;0-1 Miles;0;215;Experto
18739;34;Christy;Pal;27/06/1961;M;F;christy29@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;1804 B Southampton Rd.;;1 (11) 500 555-0127;20/01/2006;0-1 Miles;0;242;Experto
19407;546;Sarah;Perry;6/02/1960;M;F;sarah32@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2205 Stonehedge Dr.;;506-555-0177;26/08/2007;0-1 Miles;0;223;Experto
19410;627;Chloe;Adams;4/02/1959;M;F;chloe13@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;3001 N. 48th Street;;788-555-0147;29/08/2007;0-1 Miles;0;223;Experto
19605;17;Brad;Shan;27/11/1960;M;M;brad10@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;4649 Peachwillow;;1 (11) 500 555-0118;19/02/2006;0-1 Miles;0;241;Experto
19616;31;Stefanie;Rana;4/06/1962;M;F;stefanie8@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;1544 Quiz Street;;1 (11) 500 555-0138;26/02/2006;0-1 Miles;0;241;Experto
20188;51;Kimberly;Watson;5/07/1961;M;F;kimberly3@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;1359 Montgomery Avenue;;335-555-0154;19/07/2006;0-1 Miles;0;236;Experto
21146;641;Robert;Taylor;12/07/1960;M;M;robert67@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;8823 Fine Drive;;633-555-0188;8/03/2008;0-1 Miles;0;216;Experto
21156;539;Maria;Lopez;24/02/1960;M;F;maria62@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;3960 Fairfield Avenue;;431-555-0183;20/03/2008;0-1 Miles;0;216;Experto
21222;22;Kelvin;Xu;16/10/1961;M;M;kelvin2@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2260 Clear Court;;1 (11) 500 555-0154;18/08/2006;0-1 Miles;0;235;Experto
21921;59;Lucas;Collins;2/08/1961;M;M;lucas12@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;8108 Abbey Court;;367-555-0120;23/08/2005;0-1 Miles;0;247;Experto
21982;32;Deborah;Lal;25/02/1961;M;F;deborah13@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;9471 Tobi Drive;;1 (11) 500 555-0174;27/10/2006;0-1 Miles;0;233;Experto
22879;315;Jocelyn;Russell;20/11/1961;M;F;jocelyn19@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;9998 Rockne Drive;;377-555-0172;16/10/2007;0-1 Miles;0;221;Experto
23382;385;Xavier;Barnes;8/08/1961;M;M;xavier44@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;995 W. 108th Street;;875-555-0140;1/03/2008;0-1 Miles;0;216;Experto
23383;307;Caleb;Allen;17/06/1961;M;M;caleb51@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;5973 Willow Pass Road;;987-555-0125;8/03/2008;0-1 Miles;0;216;Experto
25099;368;Melanie;Hayes;28/02/1960;M;F;melanie10@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;4475 Longbrook Way;;517-555-0143;27/08/2007;0-1 Miles;0;223;Experto
26005;547;Elizabeth;Clark;18/11/1960;M;F;elizabeth23@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2293 Tono Lane;;561-555-0152;17/03/2006;0-1 Miles;0;240;Experto
26619;631;Thomas;Hill;26/03/1960;M;M;thomas49@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2583 Thissen Court;;595-555-0162;3/12/2006;0-1 Miles;0;231;Experto
28162;326;Bruce;Ward;11/06/1962;M;M;bruce43@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2186 Claycord Ave.;;213-555-0117;17/09/2005;0-1 Miles;0;246;Experto
28186;536;Jenny;Wagner;6/02/1960;M;F;jenny3@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2205 Stonehedge Dr.;;893-555-0112;5/09/2005;0-1 Miles;0;246;Experto
29158;612;Ian;Edwards;11/12/1960;M;M;ian38@adventure-works.com;60000;1;Partial College;Skilled Manual;1;1;2969 Broadmoor Avenue;;107-555-0166;10/01/2006;0-1 Miles;0;242;Experto
12964;66;Xavier;Russell;14/05/1962;M;M;xavier60@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;8858 Via Doble;;292-555-0140;15/10/2007;0-1 Miles;0;221;Experto
14047;19;Linda;Alvarez;15/10/1962;S;F;linda19@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;4288 Hacienda;;1 (11) 500 555-0112;1/02/2007;0-1 Miles;0;229;Experto
14323;14;Colin;Tang;20/09/1957;S;M;colin27@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;8783 Blocking Ct;;1 (11) 500 555-0138;17/03/2007;0-1 Miles;0;228;Experto
15569;536;Morgan;Ward;26/02/1958;M;F;morgan60@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;5186 Oeffler Ln.;;971-555-0169;20/03/2007;0-1 Miles;0;228;Experto
16147;335;Nathan;Griffin;24/11/1958;M;M;nathan17@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;1343 Apple Drive;;712-555-0192;28/04/2008;0-1 Miles;0;215;Experto
16148;337;Karen;Walker;26/03/1958;M;F;karen9@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;4474 San Jose Dr.;;461-555-0150;1/04/2008;0-1 Miles;0;215;Experto
17017;633;Jeremiah;Jones;4/05/1962;M;M;jeremiah26@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;6938 Hilltop Dr;;789-555-0110;31/05/2008;0-1 Miles;0;214;Experto
17545;616;Wyatt;Ross;26/07/1962;M;M;wyatt55@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;9796 Virgil St.;;198-555-0136;20/05/2008;0-1 Miles;0;214;Experto
18275;23;Heather;Yang;27/07/1962;S;F;heather4@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;7339 Eureka Lane;;1 (11) 500 555-0127;14/11/2005;0-1 Miles;0;244;Experto
19831;358;Charles;Green;23/08/1962;M;M;charles34@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;6090 San Francisco;;118-555-0181;14/03/2008;0-1 Miles;0;216;Experto
20182;70;Isabelle;Price;25/06/1962;M;F;isabelle0@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;5412 Iris Ct;;835-555-0119;6/06/2006;0-1 Miles;0;237;Experto
21138;51;Kaylee;Phillips;26/02/1962;M;F;kaylee27@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;531 Northridge Drive;;745-555-0127;31/01/2007;0-1 Miles;0;230;Experto
22932;8;Maurice;Jai;11/05/1962;S;M;maurice12@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;8528 San Ramon Road;;1 (11) 500 555-0147;2/12/2006;0-1 Miles;0;231;Experto
23377;623;Samantha;Hayes;7/05/1962;M;F;samantha45@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;3742 San Onofre Court;;368-555-0153;23/04/2008;0-1 Miles;0;215;Experto
25992;69;Stephanie;Flores;12/05/1962;M;F;stephanie39@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;1807 Trafalgar Circle;;583-555-0119;20/10/2006;0-1 Miles;0;233;Experto
26166;37;Brett;Van;7/03/1956;M;M;brett3@adventure-works.com;80000;1;Partial College;Skilled Manual;0;1;2035 Shelly Dr;;1 (11) 500 555-0151;26/06/2008;0-1 Miles;0;213;Experto
27572;316;Isaiah;Carter;10/09/1958;M;M;isaiah34@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;9136 San Remo Ct.;;776-555-0160;12/06/2007;0-1 Miles;0;225;Experto
28196;548;Timothy;Cox;18/05/1958;M;M;timothy11@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;2303 Rosebrook Ct.;;539-555-0153;28/10/2005;0-1 Miles;0;245;Experto
28327;33;Tabitha;Serrano;17/12/1957;S;F;tabitha37@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;9825 Brodia Court;;1 (11) 500 555-0143;19/08/2007;0-1 Miles;0;223;Experto
11094;33;Cedric;Ma;1/04/1962;S;M;cedric15@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;3407 Oak Brook Place;;1 (11) 500 555-0115;9/10/2007;0-1 Miles;0;221;Experto
11713;623;Kyle;Zhang;20/03/1962;M;M;kyle19@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;4417 W. Watson Court;;793-555-0118;8/01/2008;0-1 Miles;0;218;Experto
13139;5;Carmen;Perez;9/02/1956;S;F;carmen3@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;1622 Silver Oaks Place;;1 (11) 500 555-0195;11/12/2006;0-1 Miles;0;231;Experto
13930;552;Samantha;Coleman;18/02/1962;M;F;samantha31@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;5878 Scenic Avenue;;699-555-0186;30/04/2008;0-1 Miles;0;215;Experto
14623;359;Benjamin;Li;6/10/1962;M;M;benjamin28@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;2212 Sagull Court;;118-555-0127;7/09/2007;0-1 Miles;0;222;Experto
14624;618;Anna;Thomas;10/05/1962;M;F;anna48@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;6189 Kirkwood Ct.;;323-555-0116;30/04/2008;0-1 Miles;0;215;Experto
14657;633;John;Thomas;11/11/1958;M;M;john48@adventure-works.com;80000;1;Partial College;Skilled Manual;0;1;1872 Carletto Drive;;534-555-0117;1/01/2006;0-1 Miles;0;242;Experto
16712;2;Suzanne;Lu;24/10/1956;S;F;suzanne12@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;7605 Mount Dr.;;1 (11) 500 555-0167;6/08/2005;0-1 Miles;0;247;Experto
17334;34;Luis;Lopez;15/07/1957;M;M;luis52@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;1312 Skycrest Drive;;1 (11) 500 555-0168;21/09/2005;0-1 Miles;0;246;Experto
17546;337;Melanie;James;3/06/1962;M;F;melanie33@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;7595 York Dr;;416-555-0152;5/05/2008;0-1 Miles;0;214;Experto
18232;347;Sophia;Edwards;15/08/1958;M;F;sophia1@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;5431 Bella Avenue;;914-555-0138;11/05/2008;0-1 Miles;0;214;Experto
18746;36;Reginald;Alvarez;15/11/1957;S;M;reginald12@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;7435 Ricardo;;1 (11) 500 555-0135;2/01/2006;0-1 Miles;0;242;Experto
18963;635;Amber;Collins;2/02/1962;M;F;amber2@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;737 Castle Rock Road;;328-555-0180;23/08/2007;0-1 Miles;0;223;Experto
19628;40;Holly;Martinez;7/11/1956;S;F;holly17@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;9959 Edwards Ave.;;1 (11) 500 555-0194;3/03/2006;0-1 Miles;0;240;Experto
21226;11;Dale;Nara;26/04/1956;S;M;dale14@adventure-works.com;80000;1;Partial College;Skilled Manual;0;1;7776 Forsman Place;;1 (11) 500 555-0167;21/08/2006;0-1 Miles;0;235;Experto
23545;18;Lacey;Liu;18/11/1957;S;F;lacey16@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;1757 Hames Court;;1 (11) 500 555-0175;2/02/2007;0-1 Miles;0;229;Experto
24459;21;Kristin;Carson;22/05/1962;S;F;kristin15@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;3269 Fourth St.;;1 (11) 500 555-0156;23/05/2007;0-1 Miles;0;226;Experto
25249;4;Alexandra;Watson;8/08/1957;S;F;alexandra20@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;2904 San Simeon Ct.;;1 (11) 500 555-0134;5/07/2005;0-1 Miles;0;248;Experto
25250;23;Anthony;Walker;11/04/1957;S;M;anthony9@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;2131 Minert Rd.;;1 (11) 500 555-0154;28/07/2005;0-1 Miles;0;248;Experto
25252;2;Warren;Zhang;4/04/1956;S;M;warren17@adventure-works.com;80000;1;Partial College;Skilled Manual;0;1;3905 Harvard Drive;;1 (11) 500 555-0191;20/07/2005;0-1 Miles;0;248;Experto
26609;536;Abigail;Kelly;11/04/1962;M;F;abigail23@adventure-works.com;70000;1;Partial College;Skilled Manual;1;1;896 Southdale;;137-555-0115;19/12/2006;0-1 Miles;0;231;Experto
26642;552;Gabrielle;Evans;18/06/1958;M;F;gabrielle45@adventure-works.com;80000;1;Partial College;Skilled Manual;1;1;4619 Mount Orange Ct;;547-555-0153;8/12/2006;0-1 Miles;0;231;Experto
26767;14;Alisha;Goel;25/10/1957;S;F;alisha44@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;3002 Carmel Drive;;1 (11) 500 555-0133;12/03/2007;0-1 Miles;0;228;Experto
27722;17;Melvin;Jai;2/11/1956;M;M;melvin9@adventure-works.com;80000;1;Partial College;Skilled Manual;0;1;8142 Longbrood Way;;1 (11) 500 555-0162;10/04/2008;0-1 Miles;0;215;Experto
29319;14;Alvin;Pal;14/07/1957;S;M;alvin34@adventure-works.com;70000;1;Partial College;Skilled Manual;0;1;5323 Stanford St;;1 (11) 500 555-0127;3/11/2007;0-1 Miles;0;220;Experto
12507;161;Ian;Bell;26/09/1962;M;M;ian81@adventure-works.com;30000;1;Partial College;Clerical;1;1;Karl Liebknecht str 466;;1 (11) 500 555-0118;13/10/2007;0-1 Miles;0;221;Experto
17830;186;Carlos;Scott;1/10/1962;M;M;carlos43@adventure-works.com;30000;1;Partial College;Clerical;1;1;40, place de la RŽpublique;;1 (11) 500 555-0143;5/05/2007;0-1 Miles;0;226;Experto
19501;161;Allison;Edwards;11/05/1962;M;F;allison22@adventure-works.com;30000;1;Partial College;Clerical;1;1;Zollstr 6;;1 (11) 500 555-0174;5/05/2006;0-1 Miles;0;238;Experto
22505;270;Julie;Shen;25/10/1962;M;F;julie6@adventure-works.com;30000;1;Partial College;Clerical;0;1;844 Raven Court;;1 (11) 500 555-0121;3/05/2008;0-1 Miles;0;214;Experto
26871;223;Justin;Chen;12/08/1962;S;M;justin22@adventure-works.com;30000;1;Partial College;Clerical;0;1;081, boulevard du Montparnasse;;1 (11) 500 555-0114;29/02/2008;0-1 Miles;0;217;Experto
17831;189;Noah;Long;15/08/1962;M;M;noah6@adventure-works.com;30000;1;Partial College;Clerical;1;1;1798 Norfolk Rd;;1 (11) 500 555-0146;5/05/2007;0-1 Miles;0;226;Experto
18027;175;Alexia;Griffin;16/02/1962;M;F;alexia17@adventure-works.com;30000;1;Partial College;Clerical;1;1;Moritzstr 4;;1 (11) 500 555-0130;15/06/2007;0-1 Miles;0;225;Experto
19480;216;Lisa;Zeng;11/10/1962;M;F;lisa25@adventure-works.com;30000;1;Partial College;Clerical;1;1;Midi-Couleurs;;1 (11) 500 555-0179;12/05/2007;0-1 Miles;0;226;Experto
19482;160;Andy;Ortega;19/06/1962;M;M;andy25@adventure-works.com;30000;1;Partial College;Clerical;1;1;Alte Landstr 799;;1 (11) 500 555-0137;24/05/2006;0-1 Miles;0;238;Experto
20914;126;Gilbert;Zeng;25/04/1962;M;M;gilbert20@adventure-works.com;30000;1;Partial College;Clerical;1;1;Postenweg 3738;;1 (11) 500 555-0160;7/05/2007;0-1 Miles;0;226;Experto
22522;171;Benjamin;Hayes;13/04/1962;S;M;benjamin24@adventure-works.com;30000;1;Partial College;Clerical;0;1;Zur Lindung 7;;1 (11) 500 555-0149;12/10/2007;0-1 Miles;0;221;Experto
22689;211;Gilbert;Zheng;15/04/1962;S;M;gilbert17@adventure-works.com;30000;1;Partial College;Clerical;0;1;8, rue Pierre-Demoulin;;1 (11) 500 555-0167;17/04/2008;0-1 Miles;0;215;Experto
24114;269;Kristin;Yuan;27/04/1962;M;F;kristin9@adventure-works.com;30000;1;Partial College;Clerical;0;1;1247 Violet Ct;;1 (11) 500 555-0139;1/02/2008;0-1 Miles;0;217;Experto
27804;239;Shaun;Xu;11/04/1962;S;M;shaun6@adventure-works.com;30000;1;Partial College;Clerical;0;1;6205 Lorie Lane;;1 (11) 500 555-0185;28/03/2008;0-1 Miles;0;216;Experto
23282;545;Ariana;James;2/12/1957;M;F;ariana7@adventure-works.com;40000;1;Partial College;Clerical;0;1;1909 N Jackson Way;;695-555-0129;2/11/2007;0-1 Miles;0;220;Experto
26275;648;Miguel;Johnson;28/11/1958;M;M;miguel0@adventure-works.com;40000;1;Partial College;Clerical;0;1;7070 W. Watson Court;;774-555-0187;11/01/2008;0-1 Miles;0;218;Experto
27049;43;Faith;Sanchez;5/03/1958;M;F;faith34@adventure-works.com;40000;1;Partial College;Clerical;0;1;7356 Walnut Lane;;414-555-0175;4/11/2007;0-1 Miles;0;220;Experto
27229;360;Zachary;Zhang;3/11/1958;M;M;zachary22@adventure-works.com;40000;1;Partial College;Clerical;0;1;3369 N Lanky Lane;;756-555-0120;26/08/2007;0-1 Miles;0;223;Experto
23268;352;Katelyn;Morris;25/12/1955;M;F;katelyn18@adventure-works.com;40000;1;Partial College;Clerical;0;1;6155 Buckthorn Court;;740-555-0170;22/01/2008;0-1 Miles;0;218;Experto
23810;331;Sarah;Lee;9/09/1958;M;F;sarah24@adventure-works.com;40000;1;Partial College;Clerical;0;1;6490 Haviland Place;;623-555-0113;23/11/2007;0-1 Miles;0;220;Experto
27048;627;Melanie;Watson;6/10/1958;M;F;melanie11@adventure-works.com;40000;1;Partial College;Clerical;0;1;8154 Pheasant Circle;;286-555-0111;16/05/2008;0-1 Miles;0;214;Experto
28623;368;Marcus;Turner;4/03/1958;M;M;marcus42@adventure-works.com;40000;1;Partial College;Clerical;0;1;702 Candle Dr;;333-555-0169;23/09/2007;0-1 Miles;0;222;Experto
11518;545;Edward;Washington;10/05/1955;M;M;edward62@adventure-works.com;40000;1;Partial College;Clerical;1;1;2747 Carmel Dr.;;446-555-0170;29/04/2008;0-1 Miles;0;215;Experto
11521;644;Ariana;Peterson;9/12/1955;M;F;ariana4@adventure-works.com;40000;1;Partial College;Clerical;1;1;9052 Blue Ridge Dr;;298-555-0145;6/09/2007;0-1 Miles;0;222;Experto
11525;543;Ariana;Cook;9/01/1956;M;F;ariana19@adventure-works.com;40000;1;Partial College;Clerical;1;1;869 Aspen Drive;;160-555-0119;9/03/2006;0-1 Miles;0;240;Experto
12426;334;Cody;Cox;23/09/1954;M;M;cody11@adventure-works.com;40000;1;Partial College;Clerical;1;1;4693 Mills Dr.;;328-555-0119;8/05/2008;0-1 Miles;0;214;Experto
12435;297;Christy;Zhou;10/10/1955;M;F;christy8@adventure-works.com;40000;1;Partial College;Clerical;1;1;7527 Brook Way;;721-555-0117;6/06/2006;0-1 Miles;0;237;Experto
12437;548;Jeremy;Young;15/06/1955;M;M;jeremy8@adventure-works.com;40000;1;Partial College;Clerical;1;1;1459 Placer Dr.;;657-555-0116;15/06/2006;0-1 Miles;0;237;Experto
12442;301;Allison;Richardson;4/08/1957;M;F;allison8@adventure-works.com;40000;1;Partial College;Clerical;1;1;4344 Azoras Cir;;618-555-0124;2/06/2006;0-1 Miles;0;237;Experto
12771;372;Morgan;Thomas;22/10/1955;M;F;morgan33@adventure-works.com;40000;1;Partial College;Clerical;1;1;3406 Oak Brook Place;;650-555-0176;11/06/2006;0-1 Miles;0;237;Experto
12772;616;Abigail;Clark;25/04/1955;M;F;abigail60@adventure-works.com;40000;1;Partial College;Clerical;1;1;2466 Kentucky Dr.;;751-555-0176;9/06/2006;0-1 Miles;0;237;Experto
12781;52;Emma;James;28/06/1956;M;F;emma44@adventure-works.com;40000;1;Partial College;Clerical;1;1;8626 Lillian Dr;;145-555-0111;20/12/2007;0-1 Miles;0;219;Experto
12783;49;Jerome;Gutierrez;8/04/1956;M;M;jerome9@adventure-works.com;40000;1;Partial College;Clerical;1;1;6797 Smiling Tree Court;;781-555-0154;30/01/2008;0-1 Miles;0;218;Experto
13725;361;Nathan;Henderson;8/10/1954;M;M;nathan1@adventure-works.com;40000;1;Partial College;Clerical;1;1;4721 Cashew Lane;;460-555-0156;20/12/2006;0-1 Miles;0;231;Experto
13728;298;Taylor;Stewart;26/08/1955;M;F;taylor1@adventure-works.com;40000;1;Partial College;Clerical;1;1;8678 Sierra Drive;;158-555-0169;27/12/2006;0-1 Miles;0;231;Experto
13729;638;Jason;Li;10/10/1955;M;M;jason24@adventure-works.com;40000;1;Partial College;Clerical;1;1;7527 Brook Way;;952-555-0172;26/12/2006;0-1 Miles;0;231;Experto
13735;611;Dennis;Guo;7/05/1956;M;M;dennis19@adventure-works.com;40000;1;Partial College;Clerical;1;1;7433 San Simeon Ct.;;666-555-0181;5/12/2006;0-1 Miles;0;231;Experto
14738;326;Ethan;Garcia;15/03/1954;M;M;ethan52@adventure-works.com;40000;1;Partial College;Clerical;1;1;6183 Pinecrest Rd.;;185-555-0117;14/03/2006;0-1 Miles;0;240;Experto
14751;648;Gabrielle;Price;8/05/1956;M;F;gabrielle22@adventure-works.com;40000;1;Partial College;Clerical;1;1;3410 Meadowbrook Dr.;;388-555-0121;1/01/2008;0-1 Miles;0;218;Experto
14752;300;Seth;Turner;11/11/1957;M;M;seth41@adventure-works.com;40000;1;Partial College;Clerical;1;1;2357 Madrid;;135-555-0119;30/04/2006;0-1 Miles;0;239;Experto
14755;302;Robert;Davis;21/11/1957;M;M;robert64@adventure-works.com;40000;1;Partial College;Clerical;1;1;6729 Mt. Washington;;102-555-0110;25/04/2006;0-1 Miles;0;239;Experto
14756;331;Charles;Reed;15/05/1957;M;M;charles68@adventure-works.com;40000;1;Partial College;Clerical;1;1;7974 Seal Way;;667-555-0141;28/04/2006;0-1 Miles;0;239;Experto
14897;49;Hunter;Moore;3/07/1956;M;M;hunter67@adventure-works.com;40000;1;Partial College;Clerical;1;1;4429 Deermeadow Way;;179-555-0116;12/09/2007;0-1 Miles;0;222;Experto
14901;343;Katherine;Richardson;23/07/1956;M;F;katherine13@adventure-works.com;40000;1;Partial College;Clerical;1;1;4351 Shenandoah Dr.;;273-555-0114;14/08/2007;0-1 Miles;0;223;Experto
16228;302;Rafael;Zhu;27/12/1955;M;M;rafael15@adventure-works.com;40000;1;Partial College;Clerical;1;1;6393 Tuolumne Way;;949-555-0122;13/06/2008;0-1 Miles;0;213;Experto
16230;298;Craig;Blanco;4/05/1955;M;M;craig15@adventure-works.com;40000;1;Partial College;Clerical;1;1;6180 Ryan Court;;460-555-0177;20/06/2008;0-1 Miles;0;213;Experto
16234;360;Wyatt;Martin;7/05/1956;M;M;wyatt15@adventure-works.com;40000;1;Partial College;Clerical;1;1;7433 San Simeon Ct.;;570-555-0116;4/12/2007;0-1 Miles;0;219;Experto
16238;300;Ann;Arun;2/12/1957;M;F;ann12@adventure-works.com;40000;1;Partial College;Clerical;1;1;1909 N Jackson Way;;545-555-0123;11/10/2007;0-1 Miles;0;221;Experto
16370;49;Molly;Gonzalez;26/01/1956;M;F;molly17@adventure-works.com;40000;1;Partial College;Clerical;1;1;9297 Mauna Kea Court;;158-555-0153;11/06/2008;0-1 Miles;0;213;Experto
16374;553;Edward;Phillips;15/12/1957;M;M;edward17@adventure-works.com;40000;1;Partial College;Clerical;1;1;8501 Boatwright Ln.;;624-555-0184;22/06/2008;0-1 Miles;0;213;Experto
19211;334;Anna;Lee;24/08/1954;M;F;anna60@adventure-works.com;40000;1;Partial College;Clerical;1;1;6650 Contuti Avenue;;144-555-0170;28/07/2007;0-1 Miles;0;224;Experto
20103;51;William;Robinson;14/12/1956;M;M;william13@adventure-works.com;40000;1;Partial College;Clerical;1;1;6999 Yosemite Circle;;131-555-0115;5/11/2007;0-1 Miles;0;220;Experto
20755;311;Alex;Lopez;4/06/1955;M;M;alex41@adventure-works.com;40000;1;Partial College;Clerical;1;1;2236 California St.;;422-555-0151;18/02/2008;0-1 Miles;0;217;Experto
20759;300;Teresa;Serrano;20/05/1956;M;F;teresa17@adventure-works.com;40000;1;Partial College;Clerical;1;1;2888 Woodbury Place;;687-555-0112;22/12/2007;0-1 Miles;0;219;Experto
23808;336;Spencer;Perry;8/05/1958;M;M;spencer9@adventure-works.com;40000;1;Partial College;Clerical;1;1;6836 Somerset Pl.;;671-555-0133;22/12/2007;0-1 Miles;0;219;Experto
23809;343;Danielle;Sanchez;23/04/1958;M;F;danielle27@adventure-works.com;40000;1;Partial College;Clerical;1;1;3223 White Dr.;;978-555-0121;15/03/2008;0-1 Miles;0;216;Experto
24739;343;Dalton;Sanders;13/03/1954;M;M;dalton73@adventure-works.com;40000;1;Partial College;Clerical;1;1;1794 Portside Ct.;;389-555-0169;8/02/2008;0-1 Miles;0;217;Experto
25339;329;Adrian;Rivera;13/04/1954;M;M;adrian17@adventure-works.com;40000;1;Partial College;Clerical;1;1;1495 Linnet Court;;383-555-0116;20/09/2007;0-1 Miles;0;222;Experto
27046;315;Allison;Howard;16/06/1958;M;F;allison10@adventure-works.com;40000;1;Partial College;Clerical;1;1;8788 Green Leaf Drive;;548-555-0110;18/10/2007;0-1 Miles;0;221;Experto
